Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,start_date,days
California,US,2020-04-17 23:30:52,36.1162,-119.6816,29157,1037,,28120.0,6.0,74.36374960404116,258800.0,4892.0,3.5566073327159864,84000006.0,USA,660.0589360196814,16.778132180951406,2020-04-12,5
Florida,US,2020-04-17 23:30:52,27.7663,-81.6868,24759,725,,24034.0,12.0,116.60838994516264,234837.0,3665.0,2.9282281190678137,84000012.0,USA,1106.020617535125,14.802698008804882,2020-04-12,5
Georgia,US,2020-04-17 23:30:52,33.0406,-83.6431,17194,650,,16544.0,13.0,169.57622611136586,71684.0,3324.0,3.780388507618937,84000013.0,USA,706.9851222849336,19.332325229731303,2020-04-12,5
Illinois,US,2020-04-17 23:30:52,40.3495,-88.9861,27578,1132,,26446.0,17.0,234.99331481597144,130163.0,4454.0,4.104721154543476,84000017.0,USA,1109.1244773511964,16.15055479005004,2020-04-12,5
New Jersey,US,2020-04-17 23:30:52,40.2989,-74.521,78467,3840,,74627.0,34.0,883.4195170335244,157449.0,8011.0,4.893777001796933,84000034.0,USA,1772.6371536749384,10.20938738578001,2020-04-12,5
New York,US,2020-04-17 23:30:52,42.1657,-74.9481,230597,17131,23887.0,213466.0,36.0,1367.6333437617227,550579.0,52424.0,7.428977827118306,84000036.0,USA,3265.394600862048,22.73403383391805,2020-04-12,5
North Carolina,US,2020-04-17 23:30:52,35.6301,-79.8064,6045,177,,5868.0,37.0,60.950556444802935,72981.0,429.0,2.9280397022332507,84000037.0,USA,735.8531943586706,7.096774193548387,2020-04-12,5
Texas,US,2020-04-17 23:30:52,31.0545,-97.5635,17849,451,4190.0,17398.0,48.0,77.65647557941176,169536.0,1522.0,2.526752199002745,84000048.0,USA,737.6081709805118,8.527088352288644,2020-04-12,5
Arizona,US,2020-06-28 04:34:18,33.7298,-111.4312,70124,1580,8659.0,59885.0,4.0,963.4115462931172,494747.0,4595.0,2.2531515600935488,84000004.0,USA,6797.173183131037,6.552678113056871,2020-04-12,77
California,US,2020-06-28 04:34:18,36.1162,-119.6816,210584,5899,,204685.0,6.0,532.9591301405643,3862310.0,,2.8012574554572054,84000006.0,USA,9774.975201977371,,2020-04-12,77
Florida,US,2020-06-28 04:34:18,27.7663,-81.6868,132545,3390,,129155.0,12.0,617.1274003401754,1829525.0,14432.0,2.5576219397185858,84000012.0,USA,8518.239142233653,10.88837753215889,2020-04-12,77
Georgia,US,2020-06-28 04:34:18,33.0406,-83.6431,74985,2776,,72209.0,13.0,706.244820423939,789813.0,10689.0,3.7020737480829498,84000013.0,USA,7438.838972507736,14.254850970194036,2020-04-12,77
Illinois,US,2020-06-28 04:34:18,40.3495,-88.9861,141077,6873,,134204.0,17.0,1113.3127590738536,1522242.0,,4.871807594434245,84000017.0,USA,12012.811734004134,,2020-04-12,77
New Jersey,US,2020-06-28 04:34:18,40.2989,-74.521,170873,14948,29967.0,125958.0,34.0,1923.7710519590325,1367250.0,19823.0,8.748017533489785,84000034.0,USA,15393.163172595947,11.60101361830131,2020-04-12,77
New York,US,2020-06-28 04:34:18,42.1657,-74.9481,391923,31368,70010.0,290545.0,36.0,2014.6594240509492,3754579.0,89995.0,8.003612954585467,84000036.0,USA,19300.21449543351,22.962418638354983,2020-04-12,77
North Carolina,US,2020-06-28 04:34:18,35.6301,-79.8064,60812,1353,36921.0,22538.0,37.0,579.8199175368924,855131.0,,2.2248898243767683,84000037.0,USA,8153.357658081303,,2020-04-12,77
Texas,US,2020-06-28 04:34:18,31.0545,-97.5635,145894,2388,78248.0,65258.0,48.0,503.15422387062495,1722826.0,,1.6368048034874636,84000048.0,USA,5941.62322572644,,2020-04-12,77
Arizona,US,2020-06-27 04:33:48,33.7298,-111.4312,66659,1536,8389.0,56734.0,4.0,915.8070028000814,479823.0,4514.0,2.3042649904739045,84000004.0,USA,6592.137048328708,6.771778754556774,2020-04-12,76
California,US,2020-06-27 04:33:48,36.1162,-119.6816,206844,5868,,200976.0,6.0,523.4937047201823,3771314.0,,2.8369205778267683,84000006.0,USA,9544.67684594714,,2020-04-12,76
Florida,US,2020-06-27 04:33:48,27.7663,-81.6868,122960,3366,,119594.0,12.0,572.4997936235087,1768885.0,14281.0,2.7374756018217306,84000012.0,USA,8235.900271988618,11.614346128822381,2020-04-12,76
Georgia,US,2020-06-27 04:33:48,33.0406,-83.6431,72995,2770,,70225.0,13.0,687.5020426331323,771028.0,10605.0,3.794780464415371,84000013.0,USA,7261.912801251303,14.528392355640795,2020-04-12,76
Illinois,US,2020-06-27 04:33:48,40.3495,-88.9861,140291,6847,,133444.0,17.0,1107.110019941096,1492005.0,,4.880569673036759,84000017.0,USA,11774.195674007706,,2020-04-12,76
New Jersey,US,2020-06-27 04:33:48,40.2989,-74.521,170584,14914,29855.0,125815.0,34.0,1920.517349887809,1346672.0,19752.0,8.742906720442715,84000034.0,USA,15161.486074943228,11.579046100454907,2020-04-12,76
New York,US,2020-06-27 04:33:48,42.1657,-74.9481,391220,31342,70010.0,289868.0,36.0,2011.0456897839936,3681317.0,89995.0,8.011349113031029,84000036.0,USA,18923.615064614653,23.00368079341547,2020-04-12,76
North Carolina,US,2020-06-27 04:33:48,35.6301,-79.8064,59158,1348,36921.0,20889.0,37.0,564.0496395719181,836725.0,,2.278643632306704,84000037.0,USA,7977.8632589136405,,2020-04-12,76
Texas,US,2020-06-27 04:33:48,31.0545,-97.5635,140173,2354,76282.0,61537.0,48.0,483.4238352681886,1697334.0,,1.6793533704779091,84000048.0,USA,5853.707290356172,,2020-04-12,76
Arizona,US,2020-05-15 02:33:07,33.7298,-111.4312,12674,624,3074.0,8976.0,4.0,174.12409357308437,134338.0,1636.0,4.92346536215875,84000004.0,USA,1845.6274642907536,12.90831623796749,2020-04-12,33
California,US,2020-05-15 02:33:07,36.1162,-119.6816,74871,3052,,71819.0,6.0,189.4881996388813,1104651.0,,4.076344646124668,84000006.0,USA,2795.719694131105,,2020-04-12,33
Florida,US,2020-05-15 02:33:07,27.7663,-81.6868,43210,1875,,41335.0,12.0,201.18506898561986,608837.0,7993.0,4.339273316361953,84000012.0,USA,2834.7353354778484,18.49803286276325,2020-04-12,33
Georgia,US,2020-05-15 02:33:07,33.0406,-83.6431,35977,1545,,34432.0,13.0,338.8487017989205,285881.0,6345.0,4.294410317702977,84000013.0,USA,2692.5648530721633,17.636267615420962,2020-04-12,33
Illinois,US,2020-05-15 02:33:07,40.3495,-88.9861,87937,3928,,84009.0,17.0,693.9570879355067,512037.0,,4.466834210855499,84000017.0,USA,4040.7531009158038,,2020-04-12,33
New Jersey,US,2020-05-15 02:33:07,40.2989,-74.521,142704,9946,15642.0,117116.0,34.0,1606.6307971344904,451696.0,,6.969671487834959,84000034.0,USA,5085.412493990784,,2020-04-12,33
New York,US,2020-05-15 02:33:07,42.1657,-74.9481,343051,27641,59758.0,255652.0,36.0,1763.4354964625754,1298757.0,74433.0,8.057402543645114,84000036.0,USA,6676.191572329611,21.697356952756294,2020-04-12,33
North Carolina,US,2020-05-15 02:33:07,35.6301,-79.8064,16968,641,9115.0,7212.0,37.0,161.78360127550462,219268.0,,3.7776991984912778,84000037.0,USA,2090.6392435453413,,2020-04-12,33
Texas,US,2020-05-15 02:33:07,31.0545,-97.5635,44480,1235,24487.0,18758.0,48.0,153.4010985905205,623284.0,,2.776528776978417,84000048.0,USA,2149.560484125315,,2020-04-12,33
Arizona,US,2020-05-16 02:32:24,33.7298,-111.4312,13169,651,3145.0,9373.0,4.0,180.9247426435181,142001.0,1629.0,4.943427746981548,84000004.0,USA,1950.907007375064,12.36995975396765,2020-04-12,34
California,US,2020-05-16 02:32:24,36.1162,-119.6816,76693,3136,,73557.0,6.0,194.09943095330271,1133906.0,,4.089030289596182,84000006.0,USA,2869.760073990269,,2020-04-12,34
Florida,US,2020-05-16 02:32:24,27.7663,-81.6868,44138,1917,,42221.0,12.0,205.50582214504257,608837.0,7993.0,4.343196338755721,84000012.0,USA,2834.7353354778484,18.109112329511984,2020-04-12,34
Georgia,US,2020-05-16 02:32:24,33.0406,-83.6431,36772,1588,,35184.0,13.0,346.33639443394134,301874.0,6438.0,4.3185032089633415,84000013.0,USA,2843.194624533656,17.50788643533123,2020-04-12,34
Illinois,US,2020-05-16 02:32:24,40.3495,-88.9861,90369,4059,,86310.0,17.0,713.14927822923,538602.0,,4.4915845035355035,84000017.0,USA,4250.391478856906,,2020-04-12,34
New Jersey,US,2020-05-16 02:32:24,40.2989,-74.521,143984,10148,15642.0,118194.0,34.0,1621.041657519148,462972.0,,7.0480053339259925,84000034.0,USA,5212.363167191875,,2020-04-12,34
New York,US,2020-05-16 02:32:24,42.1657,-74.9481,345813,27878,60302.0,257633.0,36.0,1777.6334111785495,1338048.0,74751.0,8.061582415929998,84000036.0,USA,6878.1648768572495,21.61601790563108,2020-04-12,34
North Carolina,US,2020-05-16 02:32:24,35.6301,-79.8064,17494,667,9115.0,7712.0,37.0,166.7988166380056,231547.0,,3.812735795129759,84000037.0,USA,2207.714964906841,,2020-04-12,34
Texas,US,2020-05-16 02:32:24,31.0545,-97.5635,45721,1280,25454.0,18987.0,48.0,157.68101683132167,645992.0,,2.7995888103934736,84000048.0,USA,2227.875055770852,,2020-04-12,34
Arizona,US,2020-04-29 02:32:33,33.7298,-111.4312,6955,275,1450.0,6680.0,4.0,95.55255411084124,67438.0,1095.0,3.9539899352983454,84000004.0,USA,926.5094384078952,15.744069015097054,2020-04-12,17
California,US,2020-04-29 02:32:33,36.1162,-119.6816,46164,1864,,44300.0,6.0,117.7394154652727,577608.0,,4.037778355428474,84000006.0,USA,1473.1658497544672,,2020-04-12,17
Florida,US,2020-04-29 02:32:33,27.7663,-81.6868,32848,1171,,31677.0,12.0,154.70545631563078,366875.0,5266.0,3.564905017048222,84000012.0,USA,1727.8849332013226,16.03141743789576,2020-04-12,17
Georgia,US,2020-04-29 02:32:33,33.0406,-83.6431,24922,1036,,23886.0,13.0,245.7938063945248,140020.0,4814.0,4.156969745606292,84000013.0,USA,1380.9505164658276,19.316266752267076,2020-04-12,17
Illinois,US,2020-04-29 02:32:33,40.3495,-88.9861,48102,2125,,45977.0,17.0,409.87919462172243,242189.0,,4.4176957299072805,84000017.0,USA,2063.70280375536,,2020-04-12,17
New Jersey,US,2020-04-29 02:32:33,40.2989,-74.521,113856,6442,15642.0,107414.0,34.0,1281.8460312152747,234359.0,,5.658024170882517,84000034.0,USA,2638.527210068688,,2020-04-12,17
New York,US,2020-04-29 02:32:33,42.1657,-74.9481,295106,22912,51630.0,272194.0,36.0,1750.2257425037922,844994.0,64275.0,7.763989888379091,84000036.0,USA,5011.5221346270455,21.780309448130502,2020-04-12,17
North Carolina,US,2020-04-29 02:32:33,35.6301,-79.8064,9755,363,,9392.0,37.0,98.35776312970268,112752.0,,3.72116863147104,84000037.0,USA,1136.8564334597886,,2020-04-12,17
Texas,US,2020-04-29 02:32:33,31.0545,-97.5635,26357,719,11786.0,25638.0,48.0,114.67262742151135,300384.0,,2.7279280646507567,84000048.0,USA,1306.8946585492758,,2020-04-12,17
Arizona,US,2020-04-30 02:32:31,33.7298,-111.4312,7209,308,1475.0,6901.0,4.0,99.04218009849812,68813.0,1131.0,4.2724372312387295,84000004.0,USA,945.4001302702112,15.688722430295465,2020-04-12,18
California,US,2020-04-30 02:32:31,36.1162,-119.6816,48747,1946,,46801.0,6.0,124.32725252763296,603139.0,,3.992040535827846,84000006.0,USA,1538.2816329674445,,2020-04-12,18
Florida,US,2020-04-30 02:32:31,27.7663,-81.6868,33193,1218,,31975.0,12.0,156.33031574174174,373488.0,5624.0,3.6694483776699913,84000012.0,USA,1759.030427070516,16.943331425300514,2020-04-12,18
Georgia,US,2020-04-30 02:32:31,33.0406,-83.6431,25775,1101,,24674.0,13.0,254.2065387937917,143939.0,5056.0,4.271580989330747,84000013.0,USA,1419.6017453904785,19.615906886517944,2020-04-12,18
Illinois,US,2020-04-30 02:32:31,40.3495,-88.9861,50358,2215,,48143.0,17.0,429.10266689037246,256667.0,,4.398506692084673,84000017.0,USA,2187.0704595645425,,2020-04-12,18
New Jersey,US,2020-04-30 02:32:31,40.2989,-74.521,116365,6771,15642.0,109594.0,34.0,1310.0935692661385,241318.0,,5.818759936406996,84000034.0,USA,2716.875004925587,,2020-04-12,18
New York,US,2020-04-30 02:32:31,42.1657,-74.9481,299691,23477,53238.0,276214.0,36.0,1777.4186326157517,872481.0,65397.0,7.833735414143233,84000036.0,USA,5174.543066035428,21.82147612040401,2020-04-12,18
North Carolina,US,2020-04-30 02:32:31,35.6301,-79.8064,10180,382,,9798.0,37.0,102.64295527015615,118440.0,,3.7524557956778,84000037.0,USA,1194.2074285066105,,2020-04-12,18
Texas,US,2020-04-30 02:32:31,31.0545,-97.5635,27257,754,12507.0,26503.0,48.0,118.5882993371072,314790.0,,2.7662618776827967,84000048.0,USA,1369.5715136782471,,2020-04-12,18
Arizona,US,2020-09-03 04:30:31,33.7298,-111.4312,202861,5065,31021.0,166775.0,4.0,2787.04337591364,1213927.0,,2.4967835118628026,84000004.0,USA,16677.76065479672,,2020-04-12,144
California,US,2020-09-03 04:30:31,36.1162,-119.6816,721281,13317,,707964.0,6.0,1825.4629712937185,11580370.0,,1.8462984606554167,84000006.0,USA,29308.323148510277,,2020-04-12,144
Florida,US,2020-09-03 04:30:31,27.7663,-81.6868,633442,11501,,621941.0,12.0,2949.2958219946545,4693802.0,,1.8156358435342144,84000012.0,USA,21854.26704871188,,2020-04-12,144
Georgia,US,2020-09-03 04:30:31,33.0406,-83.6431,274613,5795,,268818.0,13.0,2586.437405762208,2381637.0,,2.1102424138697,84000013.0,USA,22431.40355244394,,2020-04-12,144
Illinois,US,2020-09-03 04:30:31,40.3495,-88.9861,240344,8300,,232044.0,17.0,1896.6808322181948,4121575.0,,3.4533834836734014,84000017.0,USA,32525.51468332768,,2020-04-12,144
New Jersey,US,2020-09-03 04:30:31,40.2989,-74.521,192595,15964,33991.0,142640.0,34.0,2168.327856080539,2902267.0,,8.28889638879514,84000034.0,USA,32675.128543748786,,2020-04-12,144
New York,US,2020-09-03 04:30:31,42.1657,-74.9481,436218,32972,75203.0,328043.0,36.0,2242.3555255513375,8428477.0,,7.55860601809187,84000036.0,USA,43326.139620401635,,2020-04-12,144
North Carolina,US,2020-09-03 04:30:31,35.6301,-79.8064,170553,2779,145884.0,21890.0,37.0,1626.1597447160034,2315310.0,,1.629405522037138,84000037.0,USA,22075.624108273725,,2020-04-12,144
Texas,US,2020-09-03 04:30:31,31.0545,-97.5635,641855,13104,522087.0,106664.0,48.0,2213.60751204628,5068862.0,,2.041582600431562,84000048.0,USA,17481.3174326381,,2020-04-12,144
Arizona,US,2020-09-04 04:30:31,33.7298,-111.4312,203953,5130,31201.0,167622.0,4.0,2802.0460199235663,1222859.0,,2.5152853843777727,84000004.0,USA,16800.474589134323,,2020-04-12,145
California,US,2020-09-04 04:30:31,36.1162,-119.6816,726018,13493,,712525.0,6.0,1837.451666538732,11663924.0,,1.858493866543253,84000006.0,USA,29519.7868264714,,2020-04-12,145
Florida,US,2020-09-04 04:30:31,27.7663,-81.6868,637013,11650,,625363.0,12.0,2965.9223408872167,4717696.0,,1.828848076883832,84000012.0,USA,21965.517130599,,2020-04-12,145
Georgia,US,2020-09-04 04:30:31,33.0406,-83.6431,277288,5868,,271420.0,13.0,2611.631843244825,2410665.0,,2.116211303770809,84000013.0,USA,22704.803227675868,,2020-04-12,145
Illinois,US,2020-09-04 04:30:31,40.3495,-88.9861,241704,8324,,233380.0,17.0,1907.4133070535006,4162370.0,,3.4438817727468307,84000017.0,USA,32847.44947075878,,2020-04-12,145
New Jersey,US,2020-09-04 04:30:31,40.2989,-74.521,192973,15971,34038.0,142964.0,34.0,2172.583563287883,2930015.0,,8.276287356262275,84000034.0,USA,32987.52897652493,,2020-04-12,145
New York,US,2020-09-04 04:30:31,42.1657,-74.9481,437107,32976,75255.0,328876.0,36.0,2246.92538296716,8517458.0,,7.54414822915213,84000036.0,USA,43783.541738193846,,2020-04-12,145
North Carolina,US,2020-09-04 04:30:31,35.6301,-79.8064,172201,2803,145884.0,23514.0,37.0,1641.8728149011774,2347837.0,,1.627748967776029,84000037.0,USA,22385.757017201617,,2020-04-12,145
Texas,US,2020-09-04 04:30:31,31.0545,-97.5635,645422,13296,527359.0,104767.0,48.0,2225.909259318591,5107503.0,,2.060047534791191,84000048.0,USA,17614.581188272914,,2020-04-12,145
Arizona,US,2020-06-14 03:33:28,33.7298,-111.4312,34660,1189,6209.0,27262.0,4.0,476.18282178026703,328397.0,3692.0,3.4304673975764572,84000004.0,USA,4511.74293491559,10.652048470859778,2020-04-12,63
California,US,2020-06-14 03:33:28,36.1162,-119.6816,150018,5076,,144942.0,6.0,379.674917303438,2724393.0,,3.383593968723753,84000006.0,USA,6895.063838853105,,2020-04-12,63
Florida,US,2020-06-14 03:33:28,27.7663,-81.6868,73552,2925,,70627.0,12.0,342.4569357563136,1370413.0,12155.0,3.9767783336958886,84000012.0,USA,6380.621012353397,16.525723297802912,2020-04-12,63
Georgia,US,2020-06-14 03:33:28,33.0406,-83.6431,56804,2447,,54357.0,13.0,535.0074118738605,599680.0,9224.0,4.3077952256883325,84000013.0,USA,5648.074867131129,16.238293077952257,2020-04-12,63
Illinois,US,2020-06-14 03:33:28,40.3495,-88.9861,131871,6289,,125582.0,17.0,1040.6633742695703,1169806.0,,4.7690546063956445,84000017.0,USA,9231.55401263954,,2020-04-12,63
New Jersey,US,2020-06-14 03:33:28,40.2989,-74.521,166605,12621,28606.0,125378.0,34.0,1875.7198393639405,1078215.0,18707.0,7.575402899072657,84000034.0,USA,12139.067054408879,11.22835449116173,2020-04-12,63
New York,US,2020-06-14 03:33:28,42.1657,-74.9481,382630,30795,68584.0,283251.0,36.0,1966.8892497368481,2872240.0,89995.0,8.048245040901131,84000036.0,USA,14764.597597324211,23.520110812011605,2020-04-12,63
North Carolina,US,2020-06-14 03:33:28,35.6301,-79.8064,42845,1127,23653.0,18065.0,37.0,408.51122092462265,611690.0,,2.6304119500525154,84000037.0,USA,5832.237804350157,,2020-04-12,63
Texas,US,2020-06-14 03:33:28,31.0545,-97.5635,86915,1971,56535.0,28409.0,48.0,299.7494713128392,1260319.0,,2.2677328424322614,84000048.0,USA,4346.544945470014,,2020-04-12,63
Arizona,US,2020-06-13 03:33:25,33.7298,-111.4312,33039,1156,5980.0,25903.0,4.0,453.9124134102205,311236.0,3622.0,3.4988952450134687,84000004.0,USA,4275.973361788898,10.962801537576803,2020-04-12,62
California,US,2020-06-13 03:33:25,36.1162,-119.6816,146659,4978,,141681.0,6.0,371.1737504619773,2662258.0,,3.3942683367539668,84000006.0,USA,6737.808702891762,,2020-04-12,62
Florida,US,2020-06-13 03:33:25,27.7663,-81.6868,70971,2877,,68094.0,12.0,330.43984103166923,1335899.0,11986.0,4.05376844063068,84000012.0,USA,6219.924380301331,16.8885882966282,2020-04-12,62
Georgia,US,2020-06-13 03:33:25,33.0406,-83.6431,55783,2418,,53365.0,13.0,525.3911424646075,591958.0,9181.0,4.3346539268235835,84000013.0,USA,5575.345354517757,16.458419231665562,2020-04-12,62
Illinois,US,2020-06-13 03:33:25,40.3495,-88.9861,131198,6260,,124938.0,17.0,1035.3523775312167,1147962.0,,4.771414198387171,84000017.0,USA,9059.171527123055,,2020-04-12,62
New Jersey,US,2020-06-13 03:33:25,40.2989,-74.521,166164,12489,28509.0,125166.0,34.0,1870.7548476220388,1055396.0,18607.0,7.516068462482848,84000034.0,USA,11882.159692598336,11.197973086829881,2020-04-12,62
New York,US,2020-06-13 03:33:25,42.1657,-74.9481,381714,30758,68399.0,282557.0,36.0,1962.1806002510286,2801400.0,89995.0,8.057865312773437,84000036.0,USA,14400.448329228771,23.576552078257546,2020-04-12,62
North Carolina,US,2020-06-13 03:33:25,35.6301,-79.8064,41417,1121,23653.0,16643.0,37.0,394.89576933212965,595697.0,,2.706618055387884,84000037.0,USA,5679.750467292216,,2020-04-12,62
Texas,US,2020-06-13 03:33:25,31.0545,-97.5635,84927,1956,55258.0,27713.0,48.0,292.89332508986365,1226957.0,,2.3031544738422407,84000048.0,USA,4231.487223995711,,2020-04-12,62
Arizona,US,2020-05-21 02:32:54,33.7298,-111.4312,14906,747,3773.0,10386.0,4.0,204.78883847249455,165435.0,1792.0,5.011404803434858,84000004.0,USA,2272.8593514488884,12.022004561921374,2020-04-12,39
California,US,2020-05-21 02:32:54,36.1162,-119.6816,85997,3497,,82500.0,6.0,217.6465748333117,1380120.0,,4.0664209216600575,84000006.0,USA,3492.8938318656487,,2020-04-12,39
Florida,US,2020-05-21 02:32:54,27.7663,-81.6868,47471,2096,,45375.0,12.0,221.02421684370196,771348.0,8934.0,4.415327252427798,84000012.0,USA,3591.38395260171,18.819911103621163,2020-04-12,39
Georgia,US,2020-05-21 02:32:54,33.0406,-83.6431,39801,1697,,38104.0,13.0,374.86497429743537,402940.0,7107.0,4.263711967036004,84000013.0,USA,3795.082855792785,17.85633526795809,2020-04-12,39
Illinois,US,2020-05-21 02:32:54,40.3495,-88.9861,100418,4525,,95893.0,17.0,792.4512191262802,642713.0,,4.506164233503953,84000017.0,USA,5071.98610207641,,2020-04-12,39
New Jersey,US,2020-05-21 02:32:54,40.2989,-74.521,150776,10749,23945.0,116082.0,34.0,1697.5092854352358,531343.0,,7.1291186926301275,84000034.0,USA,5982.117022941414,,2020-04-12,39
New York,US,2020-05-21 02:32:54,42.1657,-74.9481,354370,28636,61886.0,263848.0,36.0,1821.6202164734773,1505836.0,76410.0,8.080819482461834,84000036.0,USA,7740.670204288048,21.562208990603047,2020-04-12,39
North Carolina,US,2020-05-21 02:32:54,35.6301,-79.8064,20262,726,11637.0,7899.0,37.0,193.19067238591907,277603.0,,3.5830618892508137,84000037.0,USA,2646.8418826546394,,2020-04-12,39
Texas,US,2020-05-21 02:32:54,31.0545,-97.5635,51673,1426,30341.0,19906.0,48.0,178.20807031177984,770241.0,,2.759661718886072,84000048.0,USA,2656.3807459411223,,2020-04-12,39
Arizona,US,2020-05-22 02:36:57,33.7298,-111.4312,15348,764,3872.0,10712.0,4.0,210.86133723841718,171627.0,1830.0,4.977847276518113,84000004.0,USA,2357.9292889117687,11.923377638780297,2020-04-12,40
California,US,2020-05-22 02:36:57,36.1162,-119.6816,88031,3583,,84448.0,6.0,222.79434897904883,1421127.0,,4.070157103747544,84000006.0,USA,3596.676906789072,,2020-04-12,40
Florida,US,2020-05-22 02:36:57,27.7663,-81.6868,48675,2144,,46531.0,12.0,226.63002158933224,813929.0,9200.0,4.404725218284541,84000012.0,USA,3789.6404076462986,18.900873138161273,2020-04-12,40
Georgia,US,2020-05-22 02:36:57,33.0406,-83.6431,40663,1775,,38888.0,13.0,382.98370517968436,407731.0,7235.0,4.365147677249587,84000013.0,USA,3840.2067997102504,17.792587856282125,2020-04-12,40
Illinois,US,2020-05-22 02:36:57,40.3495,-88.9861,102688,4607,,98081.0,17.0,810.364982270504,672020.0,,4.486405422249923,84000017.0,USA,5303.263043251637,,2020-04-12,40
New Jersey,US,2020-05-22 02:36:57,40.2989,-74.521,151586,10846,24236.0,116504.0,34.0,1706.628658022402,544274.0,,7.155014315306162,84000034.0,USA,6127.7004882804795,,2020-04-12,40
New York,US,2020-05-22 02:36:57,42.1657,-74.9481,356458,28743,62826.0,264889.0,36.0,1832.3534698865674,1555055.0,76608.0,8.063502572533089,84000036.0,USA,7993.677866998232,21.491452008371247,2020-04-12,40
North Carolina,US,2020-05-22 02:36:57,35.6301,-79.8064,20512,728,11637.0,8147.0,37.0,195.57432987760205,290645.0,,3.549141965678627,84000037.0,USA,2771.192526680755,,2020-04-12,40
Texas,US,2020-05-22 02:36:57,31.0545,-97.5635,53053,1460,30341.0,21252.0,48.0,182.9673669856764,770241.0,,2.7519650161159595,84000048.0,USA,2656.3807459411223,,2020-04-12,40
Arizona,US,2020-09-09 04:30:32,33.7298,-111.4312,206045,5221,32003.0,168821.0,4.0,2830.787348924269,1266599.0,,2.53391249484336,84000004.0,USA,17401.404670630825,,2020-04-12,150
California,US,2020-09-09 04:30:32,36.1162,-119.6816,744344,13823,,730521.0,6.0,1883.8322510986031,12267948.0,,1.8570714615822792,84000006.0,USA,31048.488463936847,,2020-04-12,150
Florida,US,2020-09-09 04:30:32,27.7663,-81.6868,650092,11915,,638177.0,12.0,3026.8179557278313,4816873.0,,1.8328175089064318,84000012.0,USA,22427.283656560277,,2020-04-12,150
Georgia,US,2020-09-09 04:30:32,33.0406,-83.6431,285350,6070,,279280.0,13.0,2687.563639500847,2511826.0,,2.1272121955493253,84000013.0,USA,23657.58621465868,,2020-04-12,150
Illinois,US,2020-09-09 04:30:32,40.3495,-88.9861,254276,8405,,245871.0,17.0,2006.625567075166,4480638.0,,3.3054633547798455,84000017.0,USA,35359.06954493754,,2020-04-12,150
New Jersey,US,2020-09-09 04:30:32,40.2989,-74.521,194667,15996,34226.0,144445.0,34.0,2191.655436328203,3070746.0,,8.217109217278736,84000034.0,USA,34571.946783394626,,2020-04-12,150
New York,US,2020-09-09 04:30:32,42.1657,-74.9481,440578,33016,75503.0,332059.0,36.0,2264.7678746323104,8912935.0,,7.493792245640954,84000036.0,USA,45816.47031101401,,2020-04-12,150
North Carolina,US,2020-09-09 04:30:32,35.6301,-79.8064,178635,2909,156652.0,19074.0,37.0,1703.2186241071295,2469977.0,,1.6284602681445406,84000037.0,USA,23550.316721338244,,2020-04-12,150
Texas,US,2020-09-09 04:30:32,31.0545,-97.5635,662427,13792,553409.0,95226.0,48.0,2284.5555201443963,5339126.0,,2.08204073807378,84000048.0,USA,18413.39464732939,,2020-04-12,150
Arizona,US,2020-07-12 04:34:43,33.7298,-111.4312,119930,2151,14394.0,103385.0,4.0,1647.6804909436648,683990.0,5750.0,1.793546235303927,84000004.0,USA,9397.123146840302,4.79446343700492,2020-04-12,91
California,US,2020-07-12 04:34:43,36.1162,-119.6816,318761,7027,,311734.0,6.0,806.7402332690822,5275695.0,,2.204472943678806,84000006.0,USA,13352.058171973771,,2020-04-12,91
Florida,US,2020-07-12 04:34:43,27.7663,-81.6868,254511,4197,,250314.0,12.0,1184.9991458597335,2475299.0,18341.0,1.6490446385421456,84000012.0,USA,11524.952559014946,7.2063682905650435,2020-04-12,91
Georgia,US,2020-07-12 04:34:43,33.0406,-83.6431,114401,2996,,111405.0,13.0,1077.4836794201378,1064873.0,13205.0,2.6188582267637517,84000013.0,USA,10029.4864394119,11.542731269831558,2020-04-12,91
Illinois,US,2020-07-12 04:34:43,40.3495,-88.9861,154094,7369,,146725.0,17.0,1216.0367479938361,1945220.0,,4.782145962853843,84000017.0,USA,15350.753455245305,,2020-04-12,91
New Jersey,US,2020-07-12 04:34:43,40.2989,-74.521,174959,15525,31092.0,128342.0,34.0,1969.7732203431813,1661284.0,20632.0,8.87350750747318,84000034.0,USA,18703.54045567591,11.7924770946336,2020-04-12,91
New York,US,2020-07-12 04:34:43,42.1657,-74.9481,401029,32343,71477.0,297209.0,36.0,2061.4683347691457,4610777.0,89995.0,8.065002780347555,84000036.0,USA,23701.454967550668,22.441020474828505,2020-04-12,91
North Carolina,US,2020-07-12 04:34:43,35.6301,-79.8064,83906,1513,55318.0,27075.0,37.0,800.0126619885957,1176058.0,,1.8032083522036564,84000037.0,USA,11213.277849414631,,2020-04-12,91
Texas,US,2020-07-12 04:34:43,31.0545,-97.5635,254415,3138,127880.0,123397.0,48.0,877.4177270212967,2429624.0,,1.2334178409291905,84000048.0,USA,8379.203928999432,,2020-04-12,91
