Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,start_date,days
New York,US,2020-07-20 05:34:58,42.1657,-74.9481,406807,32495,72161.0,302151.0,36.0,2091.1698377484718,5115470.0,89995.0,7.987817318777701,84000036.0,USA,26295.802603955133,22.12228403149405,2020-04-12,99
North Carolina,US,2020-07-20 05:34:58,35.6301,-79.8064,99803,1652,67124.0,31027.0,37.0,951.5846745697307,1394864.0,,1.6552608639018866,84000037.0,USA,13299.512093915342,,2020-04-12,99
Texas,US,2020-07-20 05:34:58,31.0545,-97.5635,335257,4012,172936.0,158309.0,48.0,1156.2228442032856,2932364.0,,1.196693879620709,84000048.0,USA,10113.03639989418,,2020-04-12,99
Arizona,US,2020-05-25 02:32:50,33.7298,-111.4312,16377,801,4132.0,11444.0,4.0,224.99844409392483,183641.0,1945.0,4.891005678695731,84000004.0,USA,2522.985850390941,11.876412041277401,2020-04-12,43
California,US,2020-05-25 02:32:50,36.1162,-119.6816,94020,3754,,90266.0,6.0,237.95168396371932,1582745.0,,3.9927674962773883,84000006.0,USA,4005.7098280701643,,2020-04-12,43
Florida,US,2020-05-25 02:32:50,27.7663,-81.6868,50867,2237,,48630.0,12.0,236.8359385348652,871235.0,9638.0,4.397743134055478,84000012.0,USA,4056.456227208667,18.947451196256907,2020-04-12,43
Georgia,US,2020-05-25 02:32:50,33.0406,-83.6431,42902,1827,,41075.0,13.0,404.0716848146674,481954.0,7439.0,4.258542725280873,84000013.0,USA,4539.27473738213,17.339517971190155,2020-04-12,43
Illinois,US,2020-05-25 02:32:50,40.3495,-88.9861,110304,4856,,105448.0,17.0,870.4668413482167,747921.0,,4.402378880185669,84000017.0,USA,5902.237728894687,,2020-04-12,43
New Jersey,US,2020-05-25 02:32:50,40.2989,-74.521,154154,11138,25040.0,117976.0,34.0,1735.5404466691211,603807.0,,7.225242290177356,84000034.0,USA,6797.951856467831,,2020-04-12,43
New York,US,2020-05-25 02:32:50,42.1657,-74.9481,361515,29141,64080.0,268294.0,36.0,1858.3487105522736,1699826.0,77295.0,8.060799690192663,84000036.0,USA,8737.865524980234,21.380855566159077,2020-04-12,43
North Carolina,US,2020-05-25 02:32:50,35.6301,-79.8064,23365,784,11637.0,10944.0,37.0,222.7766291726878,336656.0,,3.355446180184036,84000037.0,USA,3209.8903860800506,,2020-04-12,43
Texas,US,2020-05-25 02:32:50,31.0545,-97.5635,55861,1528,33385.0,20948.0,48.0,192.6515010873441,763766.0,,2.735360985302805,84000048.0,USA,2634.049987996571,,2020-04-12,43
Arizona,US,2020-05-26 02:32:41,33.7298,-111.4312,16575,807,4204.0,11564.0,4.0,227.71870372209827,187782.0,1961.0,4.868778280542986,84000004.0,USA,2579.877744937741,11.831070889894422,2020-04-12,44
California,US,2020-05-26 02:32:41,36.1162,-119.6816,96400,3769,,92631.0,6.0,243.97513650396232,1644102.0,,3.9097510373443978,84000006.0,USA,4160.9959530750775,,2020-04-12,44
Florida,US,2020-05-26 02:32:41,27.7663,-81.6868,51746,2252,,49494.0,12.0,240.92854847789602,908235.0,9681.0,4.352027209832643,84000012.0,USA,4228.727635504616,18.708692459320527,2020-04-12,44
Georgia,US,2020-05-26 02:32:41,33.0406,-83.6431,43400,1848,,41552.0,13.0,408.76208850302004,513545.0,7475.0,4.258064516129032,84000013.0,USA,4836.813980190862,17.223502304147466,2020-04-12,44
Illinois,US,2020-05-26 02:32:41,40.3495,-88.9861,112017,4885,,107132.0,17.0,883.9850247253336,769564.0,,4.360945213672925,84000017.0,USA,6073.0340177627195,,2020-04-12,44
New Jersey,US,2020-05-26 02:32:41,40.2989,-74.521,155092,11147,25253.0,118692.0,34.0,1746.100905294753,623797.0,,7.187346865086528,84000034.0,USA,7023.0089651313465,,2020-04-12,44
New York,US,2020-05-26 02:32:41,42.1657,-74.9481,362764,29229,64280.0,269255.0,36.0,1864.7691289013874,1739449.0,77525.0,8.057304473431762,84000036.0,USA,8941.54545792413,21.370643172971963,2020-04-12,44
North Carolina,US,2020-05-26 02:32:41,35.6301,-79.8064,24057,790,14954.0,8313.0,37.0,229.37459310966614,344690.0,,3.283867481398345,84000037.0,USA,3286.491603232773,,2020-04-12,44
Texas,US,2020-05-26 02:32:41,31.0545,-97.5635,56409,1533,35292.0,19584.0,48.0,194.54142469407986,805654.0,,2.7176514386002237,84000048.0,USA,2778.51188587786,,2020-04-12,44
Arizona,US,2020-06-18 04:33:30,33.7298,-111.4312,40937,1249,6715.0,32973.0,4.0,562.4205474673627,366193.0,3861.0,3.0510296308962546,84000004.0,USA,5031.0102728269285,9.431565576373453,2020-04-12,67
California,US,2020-06-18 04:33:30,36.1162,-119.6816,162798,5271,,157527.0,6.0,412.01933892709604,2997988.0,,3.237754763572034,84000006.0,USA,7587.495140427813,,2020-04-12,67
Florida,US,2020-06-18 04:33:30,27.7663,-81.6868,82719,3018,,79701.0,12.0,385.1383411576369,1485759.0,12673.0,3.6484967178036487,84000012.0,USA,6917.670143740003,15.32054304331532,2020-04-12,67
Georgia,US,2020-06-18 04:33:30,33.0406,-83.6431,60030,2575,,57455.0,13.0,565.3914325538316,650467.0,9543.0,4.2895219057138085,84000013.0,USA,6126.411277011381,15.897051474262867,2020-04-12,67
Illinois,US,2020-06-18 04:33:30,40.3495,-88.9861,134185,6485,,127700.0,17.0,1058.9243645408183,1259189.0,,4.832879979133286,84000017.0,USA,9936.922246613174,,2020-04-12,67
New Jersey,US,2020-06-18 04:33:30,40.2989,-74.521,167703,12835,28966.0,125902.0,34.0,1888.0816555376543,1147841.0,19010.0,7.653411089843353,84000034.0,USA,12922.950308426189,11.335515762985757,2020-04-12,67
New York,US,2020-06-18 04:33:30,42.1657,-74.9481,385142,30939,69085.0,285118.0,36.0,1979.802052693592,3111119.0,89995.0,8.033141023310883,84000036.0,USA,15992.542445056717,23.3667063057262,2020-04-12,67
North Carolina,US,2020-06-18 04:33:30,35.6301,-79.8064,46934,1181,29219.0,16534.0,37.0,447.4983228585888,667422.0,,2.516299484382324,84000037.0,USA,6363.621801656051,,2020-04-12,67
Texas,US,2020-06-18 04:33:30,31.0545,-97.5635,97699,2089,62368.0,33242.0,48.0,336.94096068334665,1369638.0,,2.1381999815760646,84000048.0,USA,4723.56056365385,,2020-04-12,67
Arizona,US,2020-06-17 04:33:33,33.7298,-111.4312,39185,1228,6598.0,31359.0,4.0,538.3503713635247,354334.0,3808.0,3.1338522393773127,84000004.0,USA,4868.083207521327,9.718004338394794,2020-04-12,66
California,US,2020-06-17 04:33:33,36.1162,-119.6816,158961,5200,,153761.0,6.0,402.30841985276317,2937755.0,,3.2712426318405146,84000006.0,USA,7435.053704773836,,2020-04-12,66
Florida,US,2020-06-17 04:33:33,27.7663,-81.6868,80109,2993,,77116.0,12.0,372.98622289676047,1460309.0,12489.0,3.736159482704815,84000012.0,USA,6799.175350736439,15.590008613264427,2020-04-12,66
Georgia,US,2020-06-17 04:33:33,33.0406,-83.6431,59078,2529,,56549.0,13.0,556.4250383544105,634978.0,9454.0,4.280781339923491,84000013.0,USA,5980.528420126051,16.002572869765395,2020-04-12,66
Illinois,US,2020-06-17 04:33:33,40.3495,-88.9861,133639,6398,,127241.0,17.0,1054.6155915554677,1229202.0,,4.787524599854833,84000017.0,USA,9700.279068020294,,2020-04-12,66
New Jersey,US,2020-06-17 04:33:33,40.2989,-74.521,167426,12792,28872.0,125762.0,34.0,1884.9630552825365,1131782.0,18879.0,7.64039038142224,84000034.0,USA,12742.150303022117,11.276026423614015,2020-04-12,66
New York,US,2020-06-17 04:33:33,42.1657,-74.9481,384575,30909,68938.0,284728.0,36.0,1976.8874192236576,3051778.0,89995.0,8.037183904309952,84000036.0,USA,15687.503177438823,23.40115712149776,2020-04-12,66
North Carolina,US,2020-06-17 04:33:33,35.6301,-79.8064,45907,1169,29219.0,15519.0,37.0,437.70625788275527,651421.0,,2.5464526107129632,84000037.0,USA,6211.058187558377,,2020-04-12,66
Texas,US,2020-06-17 04:33:33,31.0545,-97.5635,93569,2049,60681.0,30839.0,48.0,322.6975583187143,1348442.0,,2.1898278275924716,84000048.0,USA,4650.460525755365,,2020-04-12,66
Arizona,US,2020-04-18 22:32:47,33.7298,-111.4312,4724,180,539.0,4544.0,4.0,64.90154789642186,51045.0,566.0,3.8103302286198137,84000004.0,USA,701.2911753541182,11.981371718882304,2020-04-12,6
California,US,2020-04-18 22:32:47,36.1162,-119.6816,30491,1140,,29351.0,6.0,77.76606266683194,251614.0,4892.0,3.73880817290348,84000006.0,USA,641.7313335689958,16.044078580564758,2020-04-12,6
Florida,US,2020-04-18 22:32:47,27.7663,-81.6868,25492,748,,24744.0,12.0,120.06062750846505,246527.0,3842.0,2.934253883571317,84000012.0,USA,1161.077448524218,15.07139494743449,2020-04-12,6
Georgia,US,2020-04-18 22:32:47,33.0406,-83.6431,17669,673,,16996.0,13.0,174.26092469243477,74208.0,3420.0,3.808930895919407,84000013.0,USA,731.8781311662344,19.355934121908426,2020-04-12,6
Illinois,US,2020-04-18 22:32:47,40.3495,-88.9861,29160,1259,,27901.0,17.0,248.47360432350888,137404.0,4340.0,4.3175582990397805,84000017.0,USA,1170.825347341132,14.883401920438958,2020-04-12,6
New Jersey,US,2020-04-18 22:32:47,40.2989,-74.521,81420,4070,,77350.0,34.0,916.665822280316,162536.0,7718.0,4.998771800540409,84000034.0,USA,1829.909065219276,9.479243429132893,2020-04-12,6
New York,US,2020-04-18 22:32:47,42.1657,-74.9481,241712,17671,23887.0,224041.0,36.0,1433.5546029971488,596532.0,54339.0,7.3107665320712245,84000036.0,USA,3537.9343782480605,22.480886344078908,2020-04-12,6
North Carolina,US,2020-04-18 22:32:47,35.6301,-79.8064,6328,187,,6141.0,37.0,63.803990270093145,76211.0,388.0,2.9551201011378003,84000037.0,USA,768.420654626117,6.131479140328697,2020-04-12,6
Texas,US,2020-04-18 22:32:47,31.0545,-97.5635,18704,476,4806.0,18228.0,48.0,81.37636389922785,176239.0,1321.0,2.5449101796407185,84000048.0,USA,766.7712252585551,7.062660393498716,2020-04-12,6
Arizona,US,2020-04-19 23:41:01,33.7298,-111.4312,4933,184,994.0,4749.0,4.0,67.77293305949387,52990.0,631.0,3.729981755524022,84000004.0,USA,728.0129176611757,12.791404824650314,2020-04-12,7
California,US,2020-04-19 23:41:01,36.1162,-119.6816,31431,1177,,30254.0,6.0,80.1634946601028,280900.0,4731.0,3.744710635996309,84000006.0,USA,716.4240924572199,15.05201870764532,2020-04-12,7
Florida,US,2020-04-19 23:41:01,27.7663,-81.6868,26314,774,,25540.0,12.0,123.9320317063294,256079.0,3930.0,2.9414000152010336,84000012.0,USA,1206.0648608088898,14.935015581059512,2020-04-12,7
Georgia,US,2020-04-19 23:41:01,33.0406,-83.6431,18301,687,,17614.0,13.0,180.4940394360885,79933.0,3464.0,3.7538932298781487,84000013.0,USA,788.3410772222755,18.927927435659253,2020-04-12,7
Illinois,US,2020-04-19 23:41:01,40.3495,-88.9861,30357,1290,,29067.0,17.0,258.6732924022208,143318.0,4314.0,4.249431762031821,84000017.0,USA,1221.2187937049605,14.210890404190135,2020-04-12,7
New Jersey,US,2020-04-19 23:41:01,40.2989,-74.521,85301,4362,,80939.0,34.0,960.3600013059844,170688.0,7494.0,5.113656346349983,84000034.0,USA,1921.6882322940626,8.785360077841995,2020-04-12,7
New York,US,2020-04-19 23:41:01,42.1657,-74.9481,247815,18298,23887.0,229517.0,36.0,1469.750504491868,617555.0,55723.0,7.383733833706597,84000036.0,USA,3662.6183758104858,22.48572523858524,2020-04-12,7
North Carolina,US,2020-04-19 23:41:01,35.6301,-79.8064,6601,200,,6401.0,37.0,66.55659604501972,78772.0,465.0,3.0298439630359035,84000037.0,USA,794.2427183242378,7.044387214058477,2020-04-12,7
Texas,US,2020-04-19 23:41:01,31.0545,-97.5635,19260,490,5334.0,18770.0,48.0,83.7953789937515,182710.0,1471.0,2.544132917964694,84000048.0,USA,794.9249063316893,7.637590861889928,2020-04-12,7
Arizona,US,2020-06-30 04:34:02,33.7298,-111.4312,74545,1598,9179.0,63768.0,4.0,1024.1502726373344,511423.0,4634.0,2.143671607753706,84000004.0,USA,7026.279494037205,6.216379368166879,2020-04-12,79
California,US,2020-06-30 04:34:02,36.1162,-119.6816,223646,5983,,217663.0,6.0,566.0172549643687,4061692.0,,2.6752099299786267,84000006.0,USA,10279.583611380203,,2020-04-12,79
Florida,US,2020-06-30 04:34:02,27.7663,-81.6868,146341,3447,,142894.0,12.0,681.3613557145243,1912743.0,14651.0,2.3554574589486204,84000012.0,USA,8905.700819411282,10.01154836990317,2020-04-12,79
Georgia,US,2020-06-30 04:34:02,33.0406,-83.6431,79417,2784,,76633.0,13.0,747.987529554017,823117.0,10824.0,3.505546671367591,84000013.0,USA,7752.512073786643,13.629323696437789,2020-04-12,79
Illinois,US,2020-06-30 04:34:02,40.3495,-88.9861,142461,6902,,135559.0,17.0,1124.2346305239003,1572949.0,,4.8448347266971306,84000017.0,USA,12412.967323323144,,2020-04-12,79
New Jersey,US,2020-06-30 04:34:02,40.2989,-74.521,171272,14992,30163.0,126117.0,34.0,1928.2631873445623,1403984.0,19847.0,8.75332803960951,84000034.0,USA,15806.732348666264,11.588000373674625,2020-04-12,79
New York,US,2020-06-30 04:34:02,42.1657,-74.9481,393403,31403,70435.0,291565.0,36.0,2021.7583814089357,3862913.0,89995.0,7.9844090067733875,84000036.0,USA,19857.09968473124,22.881791184427318,2020-04-12,79
North Carolina,US,2020-06-30 04:34:02,35.6301,-79.8064,63736,1357,45538.0,16841.0,37.0,607.699175559616,886305.0,,2.129095016944898,84000037.0,USA,8450.590212664201,,2020-04-12,79
Texas,US,2020-06-30 04:34:02,31.0545,-97.5635,156706,2416,81335.0,72955.0,48.0,540.4422786808926,1819189.0,,1.5417405842788403,84000048.0,USA,6273.956635426942,,2020-04-12,79
Arizona,US,2020-08-31 04:30:24,33.7298,-111.4312,201661,5030,30539.0,166092.0,4.0,2770.556953924709,1199441.0,,2.4942849633791364,84000004.0,USA,16478.74206402035,,2020-04-12,141
California,US,2020-08-31 04:30:24,36.1162,-119.6816,705951,12937,,693014.0,6.0,1786.6648505198002,11231829.0,,1.8325634498711667,84000006.0,USA,28426.213832615795,,2020-04-12,141
Florida,US,2020-08-31 04:30:24,27.7663,-81.6868,621586,11119,,610467.0,12.0,2894.0944755958226,4599608.0,,1.7888112023115064,84000012.0,USA,21415.701291062454,,2020-04-12,141
Georgia,US,2020-08-31 04:30:24,33.0406,-83.6431,268973,5604,,263369.0,13.0,2533.3171712194194,2327490.0,,2.0834804980425545,84000013.0,USA,21921.421045389267,,2020-04-12,141
Illinois,US,2020-08-31 04:30:24,40.3495,-88.9861,235058,8228,,226830.0,17.0,1854.9662278215576,4018484.0,,3.500412664108433,84000017.0,USA,31711.969416234653,,2020-04-12,141
New Jersey,US,2020-08-31 04:30:24,40.2989,-74.521,191611,15937,33893.0,141781.0,34.0,2157.2495071598332,2836334.0,,8.31737217591892,84000034.0,USA,31932.822873638146,,2020-04-12,141
New York,US,2020-08-31 04:30:24,42.1657,-74.9481,434100,32951,75062.0,326087.0,36.0,2231.46805872714,8196792.0,,7.59064731628657,84000036.0,USA,42135.175148652736,,2020-04-12,141
North Carolina,US,2020-08-31 04:30:24,35.6301,-79.8064,166127,2692,136630.0,26805.0,37.0,1583.9594724832486,2243273.0,,1.6204470074099937,84000037.0,USA,21388.777969360275,,2020-04-12,141
Texas,US,2020-08-31 04:30:24,31.0545,-97.5635,629570,12683,499518.0,117369.0,48.0,2171.2394253514835,4924712.0,,2.0145496132280765,84000048.0,USA,16984.177856158258,,2020-04-12,141
Arizona,US,2020-09-01 04:30:22,33.7298,-111.4312,201835,5029,30682.0,166124.0,4.0,2772.9474851131044,1204429.0,,2.491639210245993,84000004.0,USA,16547.270624754336,,2020-04-12,142
California,US,2020-09-01 04:30:22,36.1162,-119.6816,712475,13022,,699453.0,6.0,1803.1761968948197,11373305.0,,1.8277132530966003,84000006.0,USA,28784.27012319707,,2020-04-12,142
Florida,US,2020-09-01 04:30:22,27.7663,-81.6868,623471,11187,,612284.0,12.0,2902.8710054509,4615539.0,,1.794309599003001,84000012.0,USA,21489.87577229389,,2020-04-12,142
Georgia,US,2020-09-01 04:30:22,33.0406,-83.6431,270471,5633,,264838.0,13.0,2547.426056209685,2343634.0,,2.0826632060368766,84000013.0,USA,22073.473007527344,,2020-04-12,142
Illinois,US,2020-09-01 04:30:22,40.3495,-88.9861,236724,8235,,228489.0,17.0,1868.1135094948074,4065863.0,,3.4787347290515536,84000017.0,USA,32085.862008309614,,2020-04-12,142
New Jersey,US,2020-09-01 04:30:22,40.2989,-74.521,191960,15945,33912.0,142103.0,34.0,2161.1787183115875,2857918.0,,8.306418003750782,84000034.0,USA,32175.826006874435,,2020-04-12,142
New York,US,2020-09-01 04:30:22,42.1657,-74.9481,434756,32957,75100.0,326699.0,36.0,2234.8401919833595,8263033.0,,7.580573931124585,84000036.0,USA,42475.68350082538,,2020-04-12,142
North Carolina,US,2020-09-01 04:30:22,35.6301,-79.8064,167309,2702,145884.0,18723.0,37.0,1595.2294051039255,2256172.0,,1.6149758829471217,84000037.0,USA,21511.765161301148,,2020-04-12,142
Texas,US,2020-09-01 04:30:22,31.0545,-97.5635,632739,12779,507499.0,112461.0,48.0,2182.168563872917,4961553.0,,2.019632107393412,84000048.0,USA,17111.23383352277,,2020-04-12,142
Arizona,US,2020-06-29 04:33:57,33.7298,-111.4312,73920,1594,8926.0,63400.0,4.0,1015.5635945181,509896.0,4617.0,2.156385281385281,84000004.0,USA,7005.300522056292,6.245941558441558,2020-04-12,78
California,US,2020-06-29 04:33:57,36.1162,-119.6816,215296,5932,,209364.0,6.0,544.8845538252808,3955952.0,,2.7552764565992867,84000006.0,USA,10011.970219949406,,2020-04-12,78
Florida,US,2020-06-29 04:33:57,27.7663,-81.6868,141075,3419,,137656.0,12.0,656.8429439284038,1881897.0,14540.0,2.4235335814283183,84000012.0,USA,8762.082336700556,10.306574517100833,2020-04-12,78
Georgia,US,2020-06-29 04:33:57,33.0406,-83.6431,77210,2778,,74432.0,13.0,727.2009413206952,806938.0,10711.0,3.597979536329491,84000013.0,USA,7600.1304648029945,13.872555368475584,2020-04-12,78
Illinois,US,2020-06-29 04:33:57,40.3495,-88.9861,141723,6888,,134835.0,17.0,1118.410684620624,1546031.0,,4.860185008784742,84000017.0,USA,12200.543236840229,,2020-04-12,78
New Jersey,US,2020-06-29 04:33:57,40.2989,-74.521,171182,14975,30092.0,126115.0,34.0,1927.2499237237664,1387833.0,19841.0,8.747999205523945,84000034.0,USA,15624.896562672044,11.590587795445785,2020-04-12,78
New York,US,2020-06-29 04:33:57,42.1657,-74.9481,392539,31397,70010.0,291132.0,36.0,2017.8259394256922,3816485.0,89995.0,7.99844091924624,84000036.0,USA,19618.439009701102,22.92638438473629,2020-04-12,78
North Carolina,US,2020-06-29 04:33:57,35.6301,-79.8064,62248,1352,36921.0,23975.0,37.0,593.5116461691192,871905.0,,2.1719573319624725,84000037.0,USA,8313.291541143262,,2020-04-12,78
Texas,US,2020-06-29 04:33:57,31.0545,-97.5635,150152,2402,79974.0,67776.0,48.0,517.8390682455898,1775219.0,,1.5997122915445683,84000048.0,USA,6122.31440734634,,2020-04-12,78
Arizona,US,2020-04-27 02:32:46,33.7298,-111.4312,6534,275,1383.0,6259.0,4.0,89.76856772972491,64811.0,1037.0,4.2087542087542085,84000004.0,USA,890.4179129371289,15.870829507193143,2020-04-12,15
California,US,2020-04-27 02:32:46,36.1162,-119.6816,43558,1725,,41833.0,6.0,111.0929178328643,526084.0,4928.0,3.960236925478672,84000006.0,USA,1341.755971008416,11.313650764497911,2020-04-12,15
Florida,US,2020-04-27 02:32:46,27.7663,-81.6868,31532,1075,,30457.0,12.0,148.50744180907418,344613.0,5155.0,3.4092350627933534,84000012.0,USA,1623.0367577112295,16.34847139413929,2020-04-12,15
Georgia,US,2020-04-27 02:32:46,33.0406,-83.6431,23486,916,,22570.0,13.0,231.63122289470382,123223.0,4359.0,3.900195861364217,84000013.0,USA,1215.2897121159026,18.55999318743081,2020-04-12,15
Illinois,US,2020-04-27 02:32:46,40.3495,-88.9861,43903,1933,,41970.0,17.0,374.09933644084396,214952.0,4595.0,4.402888185317632,84000017.0,USA,1831.6151644906336,10.466255153406374,2020-04-12,15
New Jersey,US,2020-04-27 02:32:46,40.2989,-74.521,109038,5938,,103100.0,34.0,1227.6026520486505,223144.0,6573.0,5.44580788349016,84000034.0,USA,2512.263304432803,6.02817366422715,2020-04-12,15
New York,US,2020-04-27 02:32:46,42.1657,-74.9481,288045,22269,23887.0,265776.0,36.0,1708.3480986476209,805350.0,57103.0,7.73108368484091,84000036.0,USA,4776.400011268592,19.824333003523755,2020-04-12,15
North Carolina,US,2020-04-27 02:32:46,35.6301,-79.8064,8997,324,,8673.0,37.0,90.71499691214096,107894.0,451.0,3.601200400133378,84000037.0,USA,1087.8741665931461,5.012782038457264,2020-04-12,15
Texas,US,2020-04-27 02:32:46,31.0545,-97.5635,24967,651,10763.0,24316.0,48.0,108.62508968520216,276021.0,1542.0,2.6074418232066328,84000048.0,USA,1200.8974197940954,6.176152521328152,2020-04-12,15
Arizona,US,2020-04-28 02:32:46,33.7298,-111.4312,6725,275,1418.0,6450.0,4.0,92.39265656296296,66543.0,1051.0,4.089219330855019,84000004.0,USA,914.2133153411514,15.628252788104088,2020-04-12,16
California,US,2020-04-28 02:32:46,36.1162,-119.6816,44966,1779,,43187.0,6.0,114.68396490363598,553409.0,4878.0,3.956322554819197,84000006.0,USA,1411.4472786851466,10.848196415069165,2020-04-12,16
Florida,US,2020-04-28 02:32:46,27.7663,-81.6868,32138,1088,,31050.0,12.0,151.36154271406912,356463.0,5211.0,3.3854004605140333,84000012.0,USA,1678.847146695041,16.214450183583295,2020-04-12,16
Georgia,US,2020-04-28 02:32:46,33.0406,-83.6431,24302,995,,23307.0,13.0,239.67904193081384,127169.0,4681.0,4.094313225248952,84000013.0,USA,1254.2072291704244,19.26178915315612,2020-04-12,16
Illinois,US,2020-04-28 02:32:46,40.3495,-88.9861,45883,1983,,43900.0,17.0,390.97100093194643,227628.0,4672.0,4.32186212758538,84000017.0,USA,1939.6279014043787,10.18242050432622,2020-04-12,16
New Jersey,US,2020-04-28 02:32:46,40.2989,-74.521,111188,6044,,105144.0,34.0,1251.8083941010045,227775.0,6407.0,5.435838399827318,84000034.0,USA,2564.401346965107,5.762312479764002,2020-04-12,16
New York,US,2020-04-28 02:32:46,42.1657,-74.9481,291996,22668,23887.0,269328.0,36.0,1731.7808377604565,826095.0,57103.0,7.763120042740311,84000036.0,USA,4899.435235995439,19.55608980944945,2020-04-12,16
North Carolina,US,2020-04-28 02:32:46,35.6301,-79.8064,9321,340,,8981.0,37.0,95.06068588281259,109920.0,473.0,3.6062791684344506,84000037.0,USA,1108.3019295968138,5.016970725498515,2020-04-12,16
Texas,US,2020-04-28 02:32:46,31.0545,-97.5635,25321,666,11170.0,24655.0,48.0,110.16525397200321,290517.0,1563.0,2.6302278740966,84000048.0,USA,1263.9658421146264,6.17274199281229,2020-04-12,16
Arizona,US,2020-07-16 04:45:12,33.7298,-111.4312,131354,2434,16155.0,112765.0,4.0,1804.6312282782806,735962.0,6103.0,1.8530079023097887,84000004.0,USA,10111.150083180868,4.6462231831539205,2020-04-12,95
California,US,2020-07-16 04:45:12,36.1162,-119.6816,354885,7375,,347510.0,6.0,898.1651070353598,5793276.0,,2.078137988362428,84000006.0,USA,14661.984469970215,,2020-04-12,95
Florida,US,2020-07-16 04:45:12,27.7663,-81.6868,301810,4521,,297289.0,12.0,1405.22253345406,2735953.0,19659.0,1.4979622941585766,84000012.0,USA,12738.553414635815,6.513700672608595,2020-04-12,95
Georgia,US,2020-07-16 04:45:12,33.0406,-83.6431,127838,3091,,124747.0,13.0,1204.0398126739415,1154983.0,14102.0,2.4179039096356325,84000013.0,USA,10878.18578952727,11.031148797697083,2020-04-12,95
Illinois,US,2020-07-16 04:45:12,40.3495,-88.9861,157825,7427,,150398.0,17.0,1245.4800300603993,2080733.0,,4.7058450815776975,84000017.0,USA,16420.157765801774,,2020-04-12,95
New Jersey,US,2020-07-16 04:45:12,40.2989,-74.521,176278,15634,31400.0,129244.0,34.0,1984.623161630184,1742347.0,20774.0,8.868945642678042,84000034.0,USA,19616.186998927067,11.78479447236751,2020-04-12,95
New York,US,2020-07-16 04:45:12,42.1657,-74.9481,404006,32427,71782.0,299797.0,36.0,2076.7714455980577,4848525.0,89995.0,8.026365945060222,84000036.0,USA,24923.58596968442,22.275659272387045,2020-04-12,95
North Carolina,US,2020-07-16 04:45:12,35.6301,-79.8064,91837,1589,67124.0,23124.0,37.0,875.6318122547455,1284637.0,,1.7302394459749342,84000037.0,USA,12248.5384365724,,2020-04-12,95
Texas,US,2020-07-16 04:45:12,31.0545,-97.5635,289837,3498,149276.0,137063.0,48.0,999.579905849386,2642199.0,,1.2068852492952935,84000048.0,USA,9112.325298893315,,2020-04-12,95
Arizona,US,2020-07-15 04:34:53,33.7298,-111.4312,128097,2337,15678.0,110082.0,4.0,1759.8843312633255,721943.0,5942.0,1.8243986978617768,84000004.0,USA,9918.547458295192,4.638672256180864,2020-04-12,94
California,US,2020-07-15 04:34:53,36.1162,-119.6816,346211,7250,,338961.0,6.0,876.2124064748268,5674955.0,,2.0940986854837083,84000006.0,USA,14362.53029853572,,2020-04-12,94
Florida,US,2020-07-15 04:34:53,27.7663,-81.6868,291629,4409,,287220.0,12.0,1357.819960268626,2685243.0,19201.0,1.5118523877940808,84000012.0,USA,12502.448465590207,6.584050283065128,2020-04-12,94
Georgia,US,2020-07-15 04:34:53,33.0406,-83.6431,123963,3054,,120909.0,13.0,1167.5431976290292,1131034.0,13685.0,2.463638343699329,84000013.0,USA,10652.622580827758,11.039584392117005,2020-04-12,94
Illinois,US,2020-07-15 04:34:53,40.3495,-88.9861,156638,7419,,149219.0,17.0,1236.1127891563494,2042572.0,,4.736398575058415,84000017.0,USA,16119.009256838459,,2020-04-12,94
New Jersey,US,2020-07-15 04:34:53,40.2989,-74.521,175915,15582,31318.0,129015.0,34.0,1980.536331692972,1721231.0,20632.0,8.85768695108433,84000034.0,USA,19378.452836518918,11.728391552738538,2020-04-12,94
New York,US,2020-07-15 04:34:53,42.1657,-74.9481,403175,32408,71692.0,299075.0,36.0,2072.4997341103767,4784927.0,89995.0,8.038196812798413,84000036.0,USA,24596.66381903036,22.321572518137284,2020-04-12,94
North Carolina,US,2020-07-15 04:34:53,35.6301,-79.8064,90000,1571,67124.0,21305.0,37.0,858.1166970058592,1254846.0,,1.7455555555555555,84000037.0,USA,11964.492275233491,,2020-04-12,94
Texas,US,2020-07-15 04:34:53,31.0545,-97.5635,279577,3362,142398.0,133817.0,48.0,964.1955697086768,2598680.0,,1.2025309664242767,84000048.0,USA,8962.238464145994,,2020-04-12,94
Arizona,US,2020-04-12 23:18:15,33.7298,-111.4312,3542,115,,3427.0,4.0,48.66242224,42109.0,,3.246753247,84000004.0,USA,578.5222863,,2020-04-12,0
California,US,2020-04-12 23:18:15,36.1162,-119.6816,22795,640,,22155.0,6.0,58.13772584,190328.0,5234.0,2.81202018,84000006.0,USA,485.42386849999997,22.9611757,2020-04-12,0
Florida,US,2020-04-12 23:18:15,27.7663,-81.6868,19895,461,,19434.0,12.0,93.70022691,182753.0,2772.0,2.317165117,84000012.0,USA,860.7186513,13.93314903,2020-04-12,0
